2137216,394.62,394.98,394.62,394.98
2137217,394.98,395.00,394.98,395.00
2137218,395.00,395.00,395.00,395.00
2137219,395.00,395.00,395.00,395.00
2137220,395.00,395.00,395.00,395.00
2137221,394.39,394.39,394.34,394.35
2137222,394.63,394.97,394.63,394.95
2137223,394.66,394.99,394.66,394.99
2137224,395.00,395.00,395.00,395.00
2137225,395.00,395.00,395.00,395.00
2137226,394.40,394.70,394.40,394.70
2137227,394.47,395.00,394.47,395.00
2137228,394.47,395.00,394.47,395.00
2137229,395.00,395.00,395.00,395.00
2137230,395.00,395.00,395.00,395.00
2137231,394.56,394.56,394.56,394.56
2137232,394.56,395.00,394.35,395.00
2137233,394.42,394.42,394.42,394.42
2137234,394.42,394.42,394.28,394.28
2137235,394.56,394.56,394.56,394.56
2137236,394.56,394.56,394.56,394.56
2137237,394.56,394.56,394.56,394.56
2137238,394.39,394.39,394.39,394.39
2137239,394.39,394.39,394.39,394.39
2137240,394.50,394.62,394.50,394.62
2137241,394.39,394.39,394.39,394.39
2137242,394.39,394.39,394.39,394.39
2137243,394.39,394.39,394.39,394.39
2137244,394.39,394.39,394.39,394.39
2137245,394.39,394.94,394.39,394.91
2137246,394.39,394.94,394.39,394.91
2137247,394.60,394.60,394.60,394.60
2137248,394.60,394.96,394.60,394.96
2137249,394.60,394.96,394.60,394.96
2137250,394.99,394.99,394.99,394.99
2137251,394.99,394.99,394.99,394.99
2137252,395.00,395.00,395.00,395.00
2137253,395.00,395.00,394.37,394.37
2137254,395.00,395.00,394.37,394.37
2137255,395.00,395.00,394.37,394.37
2137256,395.00,395.00,395.00,395.00
2137257,395.00,395.00,395.00,395.00
2137258,395.00,395.00,395.00,395.00
2137259,394.44,394.44,394.42,394.42
2137260,394.45,394.45,394.45,394.45
2137261,394.62,394.62,394.62,394.62
2137262,394.62,394.62,394.62,394.62
2137263,394.62,394.62,394.62,394.62
2137264,394.63,394.63,394.63,394.63
2137265,394.63,394.63,394.63,394.63
2137266,394.63,394.95,394.63,394.95
2137267,394.63,394.95,394.63,394.95
2137268,394.95,394.95,394.95,394.95
2137269,394.95,394.95,394.95,394.95
2137270,394.95,394.95,394.95,394.95
2137271,394.76,394.76,394.76,394.76
2137272,394.93,394.93,394.93,394.93
2137273,394.63,394.63,394.63,394.63
2137274,394.63,394.63,394.63,394.63
2137275,394.63,394.63,394.63,394.63
2137276,394.63,394.63,394.63,394.63
2137277,394.63,394.63,394.63,394.63
2137278,394.63,394.98,394.63,394.98
2137279,394.63,394.98,394.63,394.98
2137280,394.63,394.98,394.63,394.98
2137281,394.98,394.98,394.98,394.98
2137282,394.98,394.98,394.98,394.98
2137283,394.64,394.64,394.64,394.64
2137284,394.98,394.98,394.98,394.98
2137285,394.98,394.98,394.98,394.98
2137286,394.98,394.98,394.98,394.98
2137287,394.63,395.27,394.28,395.27
2137288,395.42,395.52,395.34,395.52
2137289,395.56,395.56,395.56,395.56
2137290,395.16,395.16,395.16,395.16
2137291,395.14,395.14,395.05,395.05
2137292,395.05,395.05,395.05,395.05
2137293,395.05,395.05,395.05,395.05
2137294,394.35,394.79,393.68,393.68
2137295,394.63,394.65,394.63,394.65
2137296,394.63,394.65,394.63,394.65
2137297,394.63,394.65,394.63,394.65
2137298,394.66,394.66,394.66,394.66
2137299,394.66,394.66,394.66,394.66
2137300,394.34,394.66,394.22,394.66
2137301,393.95,393.95,393.95,393.95
2137302,393.70,394.57,393.22,393.22
2137303,394.65,394.97,394.54,394.54
2137304,394.54,394.54,394.54,394.54
2137305,394.54,394.54,394.54,394.54
2137306,394.43,394.53,394.43,394.53
2137307,394.43,394.43,393.39,393.39
2137308,394.16,394.20,394.16,394.20
2137309,394.05,394.05,394.05,394.05
2137310,394.05,394.05,394.05,394.05
2137311,394.22,394.22,394.22,394.22
2137312,394.22,394.23,394.22,394.23
2137313,394.22,394.23,394.22,394.23
2137314,394.22,394.22,393.24,393.24
2137315,394.18,394.18,394.16,394.16
2137316,394.21,394.21,394.21,394.21
2137317,394.21,394.21,394.21,394.21
2137318,394.22,394.22,394.22,394.22
2137319,394.22,394.22,394.22,394.22
2137320,394.22,394.22,394.22,394.22
2137321,394.22,394.22,394.22,394.22
2137322,394.22,394.22,394.22,394.22
2137323,394.21,394.21,394.21,394.21
2137324,394.21,394.21,394.21,394.21
2137325,394.17,394.17,394.17,394.17
2137326,394.17,394.17,394.17,394.17
2137327,393.32,394.03,393.03,394.03
2137328,393.27,393.28,393.27,393.28
2137329,393.01,393.01,392.76,392.76
2137330,393.01,393.01,392.76,392.76
2137331,392.89,392.89,392.89,392.89
2137332,392.88,393.28,392.88,393.28
2137333,393.63,393.63,393.63,393.63
2137334,393.65,393.65,393.26,393.65
2137335,393.65,393.65,393.26,393.65
2137336,393.19,393.58,392.88,392.88
2137337,393.62,393.62,393.50,393.59
2137338,393.62,393.62,393.50,393.59
2137339,393.62,393.62,393.50,393.59
2137340,393.65,393.66,393.65,393.66
2137341,393.65,393.66,393.65,393.66
2137342,393.66,393.99,393.66,393.99
2137343,393.40,393.40,392.78,392.78
2137344,393.69,394.19,393.69,394.19
2137345,394.08,394.08,394.08,394.08
2137346,394.10,394.46,394.06,394.27
2137347,394.22,394.34,392.75,392.75
